city,country,country_clean,continent_name,median_salary,average_salary,rent_usd_proxy,utilities_usd_proxy,grocery_item_price_median,salary_pr,rent_pr,grocery_pr,utilities_pr,affordability_score,cluster_label
Canosa di Puglia,Italy,Italy,Europe,3467.23,3868.92,,,1.58,0.533037374,,0.373235114,,,
Arlon,Belgium,Belgium,Europe,5729.39,6522.2,941.785,165.96,2.52,0.707619244,0.658249158,0.646715777,0.97026738,51.13908083,Low Salary–Low Cost
Svendborg,Denmark,Denmark,Europe,5084.99,5779.04,1160.59,168.02,2.455,0.701321495,0.744107744,0.632903622,0.971550802,48.9475547,Low Salary–Low Cost
Fortuna Foothills,United States,United States,Northern America,6966,7925,,100,6.305,0.880446005,,0.991815019,0.681604278,,
Tequisquiapan,Mexico,Mexico,Central America,1681.97,1917.34,515.69,46.415,2.705,0.367953748,0.426961927,0.694086352,0.112085561,43.28148437,High Cost–Low Salary
Rota,Spain,Spain,Europe,2579.28,2875.26,489.99,94.31,1.66,0.47005988,0.41025641,0.409760589,0.614331551,51.97971422,Low Salary–Low Cost
Bourgoin-Jallieu,France,France,Europe,3769.56,4377.38,842.995,109.21,2,0.630807351,0.615902616,0.496726008,0.774331551,52.33662423,Low Salary–Low Cost
Baglung,Nepal,Nepal,Asia,551.13,608.2,63.435,,0.575,0.122651249,0.00984201,0.008389605,,,
Winona,United States,United States,Northern America,6966,7925,725,90,3.58,0.880446005,0.557498057,0.867812564,0.567486631,59.89116436,High Salary–High Cost
Landsberg,Germany,Germany,Europe,3731.5,4048.63,1185.465,,2.63,0.603964485,0.751100751,0.675260896,,,
Orlova,Czech Republic,Czech Republic,Europe,2310.03,2653.06,562.36,151.41,2.29,0.43660954,0.463869464,0.585839984,0.952727273,43.75330434,Low Salary–Low Cost
Kiskunfelegyhaza,Hungary,Hungary,Europe,1227.46,1344.23,,112.24,1.03,0.261717943,,0.109883364,0.797005348,,
East Fishkill,United States,United States,Northern America,6966,7925,,40,3.625,0.880446005,,0.87354205,0.08171123,,
Ornskoldsvik,Sweden,Sweden,Europe,3568.16,4144.56,1355.77,79.545,2.18,0.557402437,0.807821808,0.553304686,0.425454545,44.48121018,Low Salary–Low Cost
SeaTac,United States,United States,Northern America,6966,7925,2375,113.33,2.79,0.880446005,0.954674955,0.713321056,0.806737968,51.8553154,High Salary–Moderate Cost
Krotoszyn,Poland,Poland,Europe,1496.57,1736.84,,73.62,1.2,0.333987198,,0.194188664,0.354010695,,
Niles,United States,United States,Northern America,6966,7925,,110,3.63,0.880446005,,0.874462861,0.779037433,,
Big Spring,United States,United States,Northern America,6966,7925,,102.5,3.85,0.880446005,,0.901984858,0.707914439,,
Hafnarfjordhur,Iceland,Iceland,Europe,4661.2,5049.03,1824.945,129.87,2.85,0.68666116,0.898730899,0.726621649,0.901925134,42.8227269,High Salary–High Cost
Morrisville,United States,United States,Northern America,6966,7925,1400,100,3.86,0.880446005,0.816368816,0.903621854,0.681604278,52.13262135,High Salary–High Cost
Herentals,Belgium,Belgium,Europe,5729.39,6522.2,763.965,105.37,2.11,0.707619244,0.578218078,0.529772867,0.736470588,56.64769998,Low Salary–Low Cost
Plattsburgh,United States,United States,Northern America,6966,7925,850,70,3.045,0.880446005,0.623413623,0.775015347,0.316898396,61.35216073,High Salary–High Cost
Vittorio Veneto,Italy,Italy,Europe,3467.23,3868.92,,210.75,1.715,0.533037374,,0.424902803,0.98631016,,
Silvassa,India,India,Asia,327.97,384.43,85.97,12.28,0.61,0.073095189,0.025770526,0.010538162,0.001818182,52.79064214,High Cost–Low Salary
Gyongyos,Hungary,Hungary,Europe,1227.46,1344.23,234.61,64.28,1.245,0.261717943,0.195286195,0.215060364,0.252834225,52.63836388,High Cost–Low Salary
Dubasari,Moldova,Moldova,Europe,1318.68,1467.03,,76.9,0.82,0.275758827,,0.047370575,0.396256684,,
Lucenec,Slovakia,Slovakia,Europe,2114.16,2315.01,474.185,72.01,1.485,0.419471402,0.397176897,0.326171475,0.337754011,52.83194811,High Cost–Low Salary
Lillehammer,Norway,Norway,Europe,4420.02,4786.34,1130.26,181.49,3.045,0.675820772,0.732064232,0.775015347,0.978181818,45.09821678,Low Salary–Low Cost
Sept-Iles,Canada,Canada,Northern America,6311.03,7352.94,1334.07,100.67,3.925,0.757278546,0.801605802,0.910476775,0.692834225,46.15007565,High Salary–High Cost
West Springfield,United States,United States,Northern America,6966,7925,,175,2.18,0.880446005,,0.554941682,0.975614973,,
Jeffrey's Bay,South Africa,South Africa,Africa,1441.44,1658.72,413.44,62.7,1.255,0.286908941,0.356384356,0.219971353,0.236149733,49.85566241,High Cost–Low Salary
Bermejo,Bolivia,Bolivia,South America,1131.5,1236.99,433.87,28.92,0.89,0.248193269,0.37037037,0.064559034,0.031764706,51.70039996,High Cost–Low Salary
Ajka,Hungary,Hungary,Europe,1227.46,1344.23,317.26,68.56,1.115,0.261717943,0.273245273,0.143134848,0.299893048,51.89260315,High Cost–Low Salary
Esztergom,Hungary,Hungary,Europe,1227.46,1344.23,,107.55,1.03,0.261717943,,0.109883364,0.762566845,,
Monterey,United States,United States,Northern America,6966,7925,2600,105,4.105,0.880446005,0.968272468,0.933497033,0.72802139,47.50544091,High Salary–Moderate Cost
Capljina,Bosnia And Herzegovina,Bosnia And Herzegovina,,,,120.95,102.13,1.34,,0.065009065,0.263147125,0.706203209,,
Peniche,Portugal,Portugal,Europe,2537,2917.55,,82.54,1.64,0.454160644,,0.401882546,0.469518717,,
Stratford-upon-Avon,United Kingdom,United Kingdom,Europe,6300,7235.37,1230,86.1,2.055,0.728370845,0.766640767,0.50859423,0.520534759,54.47796467,High Salary–High Cost
Sonora,United States,United States,Northern America,6966,7925,1850,91.25,4.455,0.880446005,0.903263403,0.962553714,0.583315508,49.27306333,High Salary–Moderate Cost
Yukon,United States,United States,Northern America,6966,7925,950,103.33,2.84,0.880446005,0.662911163,0.724063843,0.715721925,59.38963467,High Salary–High Cost
Chios,Greece,Greece,Europe,2241.01,2579.28,368.81,142.26,1.69,0.426698327,0.321807822,0.418047882,0.933582888,50.26084875,Low Salary–Low Cost
Kriens,Switzerland,Switzerland,Europe,9836.07,11292.9,,144.24,4.04,0.995663845,,0.928586045,0.937326203,,
Kholmsk,Russia,Russia,Europe,975.51,1065.68,320,88,1.76,0.211232707,0.277000777,0.438203397,0.543743316,42.15383141,High Cost–Low Salary
Wisconsin Rapids,United States,United States,Northern America,6966,7925,1050,95,2.035,0.880446005,0.702020202,0.505320237,0.628877005,63.2210054,High Salary–High Cost
San Martin de los Andes,Argentina,Argentina,South America,110.28,129.42,290,80,1.09,0.009911212,0.244884745,0.135359116,0.436470588,39.48390672,High Cost–Low Salary
New Smyrna Beach,United States,United States,Northern America,6966,7925,2100,89,4,0.880446005,0.934861435,0.919991815,0.550802139,49.49691736,High Salary–Moderate Cost
Veendam,Netherlands,Netherlands,Europe,4756.87,5179.7,,63.22,2.57,0.69295891,,0.659504809,0.242139037,,
Maloyaroslavets,Russia,Russia,Europe,975.51,1065.68,,240,1.92,0.211232707,,0.478616738,0.992299465,,
East Chicago,United States,United States,Northern America,6966,7925,,85,4.41,0.880446005,,0.959075097,0.504171123,,
Zakopane,Poland,Poland,Europe,1496.57,1736.84,,,2.82,0.333987198,,0.719459791,,,
Mirano,Italy,Italy,Europe,3467.23,3868.92,,121.78,2.11,0.533037374,,0.529772867,0.860641711,,
Pitogo,Philippines,Philippines,Asia,728.78,790.54,,,1.79,0.156721041,,0.445774504,,,
Kongsberg,Norway,Norway,Europe,4420.02,4786.34,1001.82,123.3,3.545,0.675820772,0.686998187,0.863822386,0.867700535,45.00113355,High Salary–High Cost
Morgan City,United States,United States,Northern America,6966,7925,,120,2.2,0.880446005,,0.560261919,0.843743316,,
Ramsey,United States,United States,Northern America,6966,7925,,95,7.605,0.880446005,,0.996930632,0.628877005,,
Rambouillet,France,France,Europe,3769.56,4377.38,,96.15,3.16,0.630807351,,0.797421731,0.639893048,,
Canon City,United States,United States,Northern America,6966,7925,,94.5,5,0.880446005,,0.978105177,0.615508021,,
Tortona,Italy,Italy,Europe,3467.23,3868.92,,121.18,2.1,0.533037374,,0.520360139,0.855828877,,
Queensbury,United States,United States,Northern America,6966,7925,,183.92,4.25,0.880446005,,0.94649069,0.979251337,,
Porto Calvo,Brazil,Brazil,South America,1490.04,1711.16,381.99,66.94,1.32,0.310241586,0.332556333,0.254143646,0.280106952,50.71476329,High Cost–Low Salary
Sandanski,Bulgaria,Bulgaria,Europe,1605.41,1794.59,66.79,64.12,1.36,0.34616973,0.011655012,0.273889912,0.250909091,60.28476749,High Cost–Low Salary
Fidenza,Italy,Italy,Europe,3467.23,3868.92,,,,0.533037374,,,,,
Caboolture,Australia,Australia,Oceania,4306.45,4903.23,1155.285,101.94,3.06,0.666632253,0.741258741,0.776754655,0.703957219,45.7452649,High Salary–High Cost
Prior Lake,United States,United States,Northern America,6966,7925,,142.5,3.3,0.880446005,,0.821567424,0.934652406,,
Maple Valley,United States,United States,Northern America,6966,7925,2469.5,112.5,5.88,0.880446005,0.959336959,0.989359525,0.799037433,46.25649857,High Salary–Moderate Cost
Wangen im Allgau,Germany,Germany,Europe,3731.5,4048.63,763.965,52.69,3.16,0.603964485,0.578218078,0.797421731,0.155080214,49.01893659,High Salary–High Cost
Dodge City,United States,United States,Northern America,6966,7925,,64.5,3.245,0.880446005,,0.812461633,0.257326203,,
McHenry,United States,United States,Northern America,6966,7925,1561,85,2.505,0.880446005,0.850815851,0.644771844,0.504171123,57.33561147,High Salary–High Cost
Falconara Marittima,Italy,Italy,Europe,3467.23,3868.92,,84.3,,0.533037374,,,0.49026738,,
Coffs Harbour,Australia,Australia,Oceania,4306.45,4903.23,743.005,110.19,2.8,0.666632253,0.566692567,0.715571926,0.782139037,50.94216477,Low Salary–Low Cost
Ruzomberok,Slovakia,Slovakia,Europe,2114.16,2315.01,453.11,89.57,1.285,0.419471402,0.386428386,0.237569061,0.559144385,53.7657573,High Cost–Low Salary
Waterville,United States,United States,Northern America,6966,7925,1300,115,7,0.880446005,0.793058793,0.995805197,0.81828877,50.1882826,High Salary–Moderate Cost
Shelby,United States,United States,Northern America,6966,7925,,85,5.75,0.880446005,,0.988438715,0.504171123,,
Iglesias,Italy,Italy,Europe,3467.23,3868.92,,,,0.533037374,,,,,
Hermanus,South Africa,South Africa,Africa,1441.44,1658.72,627.29,62.7,1.23,0.286908941,0.502719503,0.208103131,0.236149733,46.43464819,High Cost–Low Salary
Ocean,United States,United States,Northern America,6966,7925,1156.25,95,4.34,0.880446005,0.741776742,0.952322488,0.628877005,53.28704689,High Salary–High Cost
Waynesboro,United States,United States,Northern America,6966,7925,2050,80,2.9,0.880446005,0.93045843,0.73664825,0.436470588,53.84552152,High Salary–High Cost
Segezha,Russia,Russia,Europe,975.51,1065.68,,,2.4,0.211232707,,0.617147534,,,
Az Zabadani,Syria,Syria,Asia,10.12,11.51,,35.93,0.7,0.00289077,,0.021894823,0.061818182,,
Thomasville,United States,United States,Northern America,6966,7925,,150,7,0.880446005,,0.995805197,0.949625668,,
Cesenatico,Italy,Italy,Europe,3467.23,3868.92,737.625,121.18,2.11,0.533037374,0.563973064,0.529772867,0.855828877,47.67794036,Low Salary–Low Cost
Samokov,Bulgaria,Bulgaria,Europe,1605.41,1794.59,,42.75,1.07,0.34616973,,0.12645795,0.094759358,,
Marquette,United States,United States,Northern America,6966,7925,1350,73.75,3.615,0.880446005,0.805749806,0.872314303,0.355187166,54.65633319,High Salary–High Cost
Karoi,Zimbabwe,Zimbabwe,Africa,555.40204,602.37635,,,,0.124819327,,,,,
Sedalia,United States,United States,Northern America,6966,7925,,55,3.755,0.880446005,,0.891037446,0.174973262,,
Batavia,United States,United States,Northern America,6966,7925,800,100,2.57,0.880446005,0.596736597,0.658379374,0.681604278,62.52827644,High Salary–High Cost
Frauenfeld,Switzerland,Switzerland,Europe,9836.07,11292.9,1388.99,160.27,3.99,0.995663845,0.814037814,0.914569265,0.965561497,56.31305409,High Salary–Moderate Cost
Bad Honnef am Rhein,Germany,Germany,Europe,3731.5,4048.63,1448.9,105.37,2.84,0.603964485,0.824915825,0.724063843,0.736470588,41.41169882,Low Salary–Low Cost
Cabot,United States,United States,Northern America,6966,7925,,125,4.32,0.880446005,,0.95150399,0.879572193,,
Neenah,United States,United States,Northern America,6966,7925,,77.5,2.57,0.880446005,,0.659504809,0.404919786,,
Lake City,United States,United States,Northern America,6966,7925,,70,2.1,0.880446005,,0.520360139,0.316898396,,
Almunecar,Spain,Spain,Europe,2579.28,2875.26,716.55,73.76,1.65,0.47005988,0.552059052,0.406895846,0.358823529,49.76948314,High Cost–Low Salary
Uherske Hradiste,Czech Republic,Czech Republic,Europe,2310.03,2653.06,,93.01,1.7,0.43660954,,0.42019644,0.602566845,,
Pfaffenhofen,Germany,Germany,Europe,3731.5,4048.63,1159.12,188.625,3.69,0.603964485,0.743071743,0.8789646,0.981176471,39.13625631,Low Salary–Low Cost
Boone,United States,United States,Northern America,6966,7925,1925.335,54.67,3.705,0.880446005,0.914011914,0.882954778,0.171550802,52.65515281,High Salary–High Cost
Mizdah,Libya,Libya,Africa,417.18,470.35,,48.7,0.86,0.101280198,,0.056067117,0.12459893,,
Northport,United States,United States,Northern America,6966,7925,4000,111.25,4.535,0.880446005,0.996632997,0.966032331,0.789625668,45.83770036,High Salary–Moderate Cost
Friedrichsdorf,Germany,Germany,Europe,3731.5,4048.63,,110.64,4.74,0.603964485,,0.971966442,0.785775401,,
Caluquembe,Angola,Angola,Africa,284.39,314.39,,,6,0.052653314,,0.99048496,,,
Marmara Ereglisi,Turkey,Turkey,Asia,254.1,286.13,415.91,53.67,1.075,0.0415032,0.357679358,0.129220381,0.162459893,39.73646901,High Cost–Low Salary
Novelda,Spain,Spain,Europe,2579.28,2875.26,,65.2,1.48,0.47005988,,0.323613669,0.266417112,,
Rock Springs,United States,United States,Northern America,6966,7925,,93.5,3.375,0.880446005,,0.835788828,0.60684492,,
Busselton,Australia,Australia,Oceania,4306.45,4903.23,1529.055,90.045,3.4,0.666632253,0.844340844,0.839779006,0.571550802,42.56975741,High Salary–High Cost
Marshfield,United States,United States,Northern America,6966,7925,950,70,2.76,0.880446005,0.662911163,0.706977696,0.316898396,61.72547526,High Salary–High Cost
Luleburgaz,Turkey,Turkey,Asia,254.1,286.13,93.915,80.5,1.34,0.0415032,0.035224035,0.263147125,0.446203209,43.7006006,High Cost–Low Salary
Saintes,France,France,Europe,3769.56,4377.38,,105.37,4.21,0.630807351,,0.94198895,0.736470588,,
Pooler,United States,United States,Northern America,6966,7925,1366.5,125,3.87,0.880446005,0.81041181,0.90525885,0.879572193,51.258967,High Salary–High Cost
Siofok,Hungary,Hungary,Europe,1227.46,1344.23,443.515,68.56,1.19,0.261717943,0.378658379,0.188049928,0.299893048,48.3589739,High Cost–Low Salary
Courtenay,Canada,Canada,Northern America,6311.03,7352.94,1380.39,91.93,2.7,0.757278546,0.812742813,0.693881727,0.59144385,50.71050321,High Salary–High Cost
Edgewood,United States,United States,Northern America,6966,7925,,102.5,5,0.880446005,,0.978105177,0.707914439,,
Sevierville,United States,United States,Northern America,6966,7925,825,107.5,2.92,0.880446005,0.609298109,0.740740741,0.761069519,60.16968509,High Salary–High Cost
Samtredia,Georgia,Georgia,Asia,2309.7,2526.12,,120.71,1.64,0.431240966,,0.401882546,0.85026738,,
Hudson,United States,United States,Northern America,6966,7925,,500,3,0.880446005,,0.761203192,0.999144385,,
Salamanca,Chile,Chile,South America,1890.4,2090.56,,,,0.398306835,,,,,
Bainbridge Island,United States,United States,Northern America,6966,7925,3200,95,2.96,0.880446005,0.990805491,0.748618785,0.628877005,51.13540224,High Salary–Moderate Cost
Koscierzyna,Poland,Poland,Europe,1496.57,1736.84,,84.515,0.68,0.333987198,,0.018723143,0.497754011,,
Edwardsville,United States,United States,Northern America,6966,7925,1300,80,4,0.880446005,0.793058793,0.919991815,0.436470588,53.61364116,High Salary–High Cost
Frederikshavn,Denmark,Denmark,Europe,5084.99,5779.04,588.27,145.3,2.93,0.701321495,0.483553484,0.743503172,0.940106952,53.40663947,Low Salary–Low Cost
Whitehorse,Canada,Canada,Northern America,6311.03,7352.94,1297.01,129.7,3.37,0.757278546,0.790857291,0.834765705,0.901497326,46.88969432,High Salary–High Cost
Wolfsberg,Austria,Austria,Europe,3572.94,4016.91,,105.37,2.72,0.564629362,,0.698588091,0.736470588,,
Yucca Valley,United States,United States,Northern America,6966,7925,,40,4.5,0.880446005,,0.965418457,0.08171123,,
Branson,United States,United States,Northern America,6966,7925,1112.5,152.5,2.6,0.880446005,0.725459725,0.664006548,0.953796791,57.83669217,High Salary–High Cost
Trebisov,Slovakia,Slovakia,Europe,2114.16,2315.01,368.81,79.03,1.37,0.419471402,0.321807822,0.2788009,0.420427807,55.25021751,High Cost–Low Salary
Wyandotte,United States,United States,Northern America,6966,7925,,62.5,3.04,0.880446005,,0.7737876,0.234117647,,
Zarautz,Spain,Spain,Europe,2579.28,2875.26,,140.5,2.215,0.47005988,,0.565786781,0.928983957,,
Lincoln,Argentina,Argentina,South America,110.28,129.42,,,,0.009911212,,,,,
Cadca,Slovakia,Slovakia,Europe,2114.16,2315.01,540.045,73.76,1.53,0.419471402,0.44988345,0.348987109,0.358823529,50.95262403,High Cost–Low Salary
Arad,Israel,Israel,,,,822.07,146.8,2.86,,0.607614608,0.728054021,0.943957219,,
Kernersville,United States,United States,Northern America,6966,7925,,91,2.99,0.880446005,,0.755064457,0.581069519,,
Larvik,Norway,Norway,Europe,4420.02,4786.34,822.01,147.28,3.45,0.675820772,0.607355607,0.846838551,0.945026738,46.94524371,Low Salary–Low Cost
Emporia,United States,United States,Northern America,6966,7925,335,40,2,0.880446005,0.29033929,0.496726008,0.08171123,76.42074166,High Salary–High Cost
Dubnica nad Vahom,Slovakia,Slovakia,Europe,2114.16,2315.01,,42.15,1.545,0.419471402,,0.356353591,0.091122995,,
Pyrgos,Greece,Greece,Europe,2241.01,2579.28,,115.91,2.05,0.426698327,,0.507366483,0.824812834,,
Ellensburg,United States,United States,Northern America,6966,7925,1200,100,2.75,0.880446005,0.755115255,0.704317577,0.681604278,57.65004591,High Salary–High Cost
Chantilly,United States,United States,Northern America,6966,7925,,,3.065,0.880446005,,0.778391651,,,
Ottumwa,United States,United States,Northern America,6966,7925,,82.5,4.5,0.880446005,,0.965418457,0.468449198,,
